,Comunidad Autónoma,Provincia,Municipio,Código ESP,Entidad Singular de Población,Cobertura ≥ 30Mbps,Cobertura redes fijas ≥ 100Mbps,Cobertura 3G HSPA,Cobertura 4G LTE,coord,Weather_info,population
47811,Castilla y León,Palencia,Salinas de Pisuerga,34158000200,RENEDO DE ZALIMA,0.71,0.0,1.0,1.0,"(42.8325, 4.3402777777778)",Not found,13 hab.(INE2020)
47812,Castilla y León,Palencia,Salinas de Pisuerga,34158000300,SALINAS DE PISUERGA,0.98,0.0,0.98,1.0,"(42.848611111111, 4.3780555555556)","En Salinas de Pisuerga, los veranos son cortos, cómodos y secos; los inviernos son largos, muy frío, nevados y ventosos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 23 °C y rara vez baja a menos de -5 °C o sube a más de 28 °C.",311 hab.(2021)
47813,Castilla y León,Palencia,Salinas de Pisuerga,34158000400,SAN MAMÉS DE ZALIMA,1.0,0.0,1.0,1.0,"(42.838888888889, 4.3577777777778)",Not found,11 hab.(INE2020)
47814,Castilla y León,Palencia,San Cebrián de Campos,34159000100,AMAYUELAS DE ABAJO,0.0,0.0,1.0,1.0,"(42.205, 4.4955555555556)",Not found,24 hab.(INE2020)
47815,Castilla y León,Palencia,San Cebrián de Campos,34159000200,SAN CEBRIÁN DE CAMPOS,0.98,0.0,1.0,1.0,"(42.201388888889, 4.5308333333333)","En San Cebrián de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",413 hab.(2021)
47816,Castilla y León,Palencia,San Cebrián de Mudá,34160000100,PERAPERTÚ,0.0,0.0,1.0,1.0,"(42.917222222222, 4.3675)",Not found,10 hab.(INE2020)
47817,Castilla y León,Palencia,San Cebrián de Mudá,34160000200,SAN CEBRIÁN DE MUDÁ,0.0,0.0,0.89,0.85,"(42.891666666667, 4.3861111111111)","En San Cebrián de Mudá, los veranos son cortos, cómodos y secos; los inviernos son largos, muy frío, nevados y ventosos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 22 °C y rara vez baja a menos de -6 °C o sube a más de 27 °C.",154 hab.(2021)
47818,Castilla y León,Palencia,San Cebrián de Mudá,34160000300,SAN MARTÍN DE PERAPERTÚ,0.0,0.0,1.0,0.86,"(42.905555555556, 4.3675)",Not found,30 hab.(INE2020)
47819,Castilla y León,Palencia,San Cebrián de Mudá,34160000400,VALLE DE SANTULLÁN,0.0,0.0,0.95,0.45,"(42.904722222222, 4.345)",Not found,18 hab.(INE2020)
47820,Castilla y León,Palencia,San Cebrián de Mudá,34160000500,VERGAÑO,0.0,0.0,1.0,0.83,"(42.900555555556, 4.4288888888889)","En Vergara, los veranos son cómodos; los inviernos son largos, muy frío, mojados y ventosos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 3 °C a 25 °C y rara vez baja a menos de -2 °C o sube a más de 31 °C.",11 hab.(INE2020)
47821,Castilla y León,Palencia,San Cristóbal de Boedo,34161000100,SAN CRISTÓBAL DE BOEDO,1.0,0.0,1.0,1.0,"(42.541666666667, 4.3530555555556)","En San Cristóbal de Boedo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 26 °C y rara vez baja a menos de -5 °C o sube a más de 31 °C.",23 hab.(2021)
47822,Castilla y León,Palencia,San Mamés de Campos,34163000100,SAN MAMÉS DE CAMPOS,0.0,0.0,1.0,1.0,"(42.354722222222, 4.5658333333333)","En San Mamés de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 27 °C y rara vez baja a menos de -4 °C o sube a más de 32 °C.",49 hab.(2021)
47823,Castilla y León,Palencia,San Román de la Cuba,34165000100,SAN ROMÁN DE LA CUBA,0.37,0.0,1.0,1.0,"(42.262777777778, 4.8572222222222)","En San Román de la Cuba, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 32 °C.",62 hab.(2021)
47824,Castilla y León,Palencia,Santa Cecilia del Alcor,34167000100,SANTA CECILIA DEL ALCOR,0.0,0.0,1.0,1.0,"(41.933888888889, 4.6588888888889)","En Santa Cecilia del Alcor, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",107 hab.(2021)
47825,Castilla y León,Palencia,Santa Cruz de Boedo,34168000100,HIJOSA DE BOEDO,0.0,0.0,1.0,1.0,"(42.499444444444, 4.3194444444444)",Not found,15 hab.(INE2020)
47826,Castilla y León,Palencia,Santa Cruz de Boedo,34168000200,SANTA CRUZ DE BOEDO,1.0,0.0,1.0,1.0,"(42.524444444444, 4.3736111111111)","En Santa Cruz de Boedo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -5 °C o sube a más de 31 °C.",49 hab.(2021)
47827,Castilla y León,Palencia,Santervás de la Vega,34169000100,SANTERVÁS DE LA VEGA,1.0,1.0,1.0,1.0,"(42.506388888889, 4.7991666666667)","En Santervás de la Vega, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 26 °C y rara vez baja a menos de -5 °C o sube a más de 31 °C.",413 hab.(2021)
47828,Castilla y León,Palencia,Santervás de la Vega,34169000200,VILLAPÚN,0.81,0.43,1.0,0.78,"(42.526111111111, 4.8213888888889)","En Villazón, los veranos son cortos, cómodos y parcialmente nublados y los inviernos son cortos, muy frío, nevados y mayormente despejados. Durante el transcurso del año, la temperatura generalmente varía de -4 °C a 20 °C y rara vez baja a menos de -6 °C o sube a más de 24 °C.",58 hab.(INE2020)
47829,Castilla y León,Palencia,Santervás de la Vega,34169000300,VILLARROBEJO,0.97,0.0,1.0,1.0,"(42.485277777778, 4.8019444444444)","En Villarrobledo, los veranos son cortos, cálidos y mayormente despejados; los inviernos son largos, muy frío, ventosos y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 33 °C y rara vez baja a menos de -4 °C o sube a más de 36 °C.",135 hab.(INE2020)
47830,Castilla y León,Palencia,Santibáñez de Ecla,34170000100,SAN ANDRÉS DE ARROYO,0.0,0.0,1.0,1.0,"(42.702222222222, 4.3825)",Not found,10 hab.(INE2021)
47831,Castilla y León,Palencia,Santibáñez de Ecla,34170000200,SANTIBÁÑEZ DE ECLA,0.0,0.0,1.0,1.0,"(42.706666666667, 4.375)","En Santibáñez de Ecla, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 25 °C y rara vez baja a menos de -5 °C o sube a más de 29 °C.",48 hab.(2021)
47832,Castilla y León,Palencia,Santibáñez de Ecla,34170000300,VILLAESCUSA DE ECLA,0.0,0.0,1.0,0.66,"(42.7275, 4.3752777777778)",Not found,31 hab.(INE2020)
47833,Castilla y León,Palencia,Santibáñez de la Peña,34171000100,AVIÑANTE DE LA PEÑA,0.61,0.0,1.0,0.99,"(42.818888888889, 4.7105555555556)",Not found,46 hab.(INE2020)
47834,Castilla y León,Palencia,Santibáñez de la Peña,34171000200,CORNÓN DE LA PEÑA,0.85,0.0,1.0,0.99,"(42.767222222222, 4.7477777777778)",Not found,16 hab.(INE2020)
47835,Castilla y León,Palencia,Santibáñez de la Peña,34171000300,HERAS DE LA PEÑA (LAS),1.0,0.3,1.0,1.0,"(42.800555555556, 4.7475)",Not found,111 hab.(INE2020)
47836,Castilla y León,Palencia,Santibáñez de la Peña,34171000400,PINO DE VIDUERNA,1.0,0.0,1.0,1.0,"(42.789444444444, 4.7175)",Not found,30 hab.(INE2020)
47837,Castilla y León,Palencia,Santibáñez de la Peña,34171000500,SANTIBÁÑEZ DE LA PEÑA,0.92,0.65,1.0,0.99,"(42.81, 4.7291666666667)","En Santibáñez de la Peña, los veranos son cortos, cómodos y secos; los inviernos son muy frío, nevados y ventosos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 23 °C y rara vez baja a menos de -6 °C o sube a más de 28 °C.",1002 hab.(2021)
47838,Castilla y León,Palencia,Santibáñez de la Peña,34171000600,TARILONTE DE LA PEÑA,0.06,0.0,1.0,1.0,"(42.818888888889, 4.6686111111111)",Not found,45 hab.(INE2020)
47839,Castilla y León,Palencia,Santibáñez de la Peña,34171000700,VELILLA DE LA PEÑA,0.87,0.0,1.0,1.0,"(42.830555555556, 4.6638888888889)",Not found,63 hab.(INE2020)
47840,Castilla y León,Palencia,Santibáñez de la Peña,34171000800,VIDUERNA DE LA PEÑA,0.56,0.0,1.0,0.99,"(42.783888888889, 4.7244444444444)",Not found,23 hab.(INE2020)
47841,Castilla y León,Palencia,Santibáñez de la Peña,34171000900,VILLAFRÍA DE LA PEÑA,0.0,0.0,1.0,0.28,"(42.83, 4.7116666666667)",Not found,31 hab.(INE2020)
47842,Castilla y León,Palencia,Santibáñez de la Peña,34171001000,VILLALBETO DE LA PEÑA,0.0,0.0,1.0,0.13,"(42.789722222222, 4.6783333333333)",Not found,6 hab.(INE2020)
47843,Castilla y León,Palencia,Santibáñez de la Peña,34171001100,VILLANUEVA DE ARRIBA,1.0,0.0,1.0,0.99,"(42.791944444444, 4.7797222222222)",Not found,158 hab.(INE2020)
47844,Castilla y León,Palencia,Santibáñez de la Peña,34171001200,VILLAOLIVA DE LA PEÑA,1.0,0.0,1.0,0.99,"(42.784444444444, 4.7555555555556)",Not found,17 hab.(INE2020)
47845,Castilla y León,Palencia,Santibáñez de la Peña,34171001300,VILLAVERDE DE LA PEÑA,0.93,0.0,1.0,0.99,"(42.828888888889, 4.6794444444444)",Not found,62 hab.(INE2020)
47846,Castilla y León,Palencia,Santoyo,34174000100,SANTIAGO DEL VAL,0.0,0.0,1.0,0.77,"(42.216388888889, 4.3561111111111)","En Valle de Santiago, la temporada de lluvia es nublada, la temporada seca es parcialmente nublada y es caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 31 °C y rara vez baja a menos de 3 °C o sube a más de 34 °C.",5 hab.(INE2020)
47847,Castilla y León,Palencia,Santoyo,34174000200,SANTOYO,1.0,0.0,0.99,1.0,"(42.214722222222, 4.3433333333333)","En Santos, los veranos son cortos, cálidos, opresivos y mayormente nublados; los inviernos son largos, cómodos y mayormente despejados y está mojado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 19 °C a 31 °C y rara vez baja a menos de 16 °C o sube a más de 35 °C.",188 hab.(2021)
47848,Castilla y León,Palencia,"Serna, La",34175000100,SERNA (LA),1.0,0.0,1.0,1.0,"(42.416666666667, 4.6666666666667)","En La Serena, los veranos son cortos, cómodos, áridos y despejados y los inviernos son fríos, secos y mayormente despejados. Durante el transcurso del año, la temperatura generalmente varía de 9 °C a 21 °C y rara vez baja a menos de 6 °C o sube a más de 23 °C.",94 hab.(2021)
47849,Castilla y León,Palencia,Sotobañado y Priorato,34176000100,SOTILLO DE BOEDO,0.0,0.0,1.0,1.0,"(42.610277777778, 4.4075)",Not found,9 hab.(INE2020)
47850,Castilla y León,Palencia,Sotobañado y Priorato,34176000200,SOTOBAÑADO Y PRIORATO,0.0,0.0,1.0,1.0,"(42.591111111111, 4.4416666666667)","En Sotobañado y Priorato, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 26 °C y rara vez baja a menos de -5 °C o sube a más de 31 °C.",144 hab.(2021)
47851,Castilla y León,Palencia,Soto de Cerrato,34177000100,SOTO DE CERRATO,0.13,0.0,1.0,1.0,"(41.953333333333, 4.4297222222222)","En Soto de Cerrato, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",192 hab.(2021)
47852,Castilla y León,Palencia,Tabanera de Cerrato,34178000100,TABANERA DE CERRATO,1.0,0.0,1.0,1.0,"(42.025277777778, 4.1230555555556)","En Tabanera de Cerrato, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",137 hab.(2021)
47853,Castilla y León,Palencia,Tabanera de Valdavia,34179000100,TABANERA DE VALDAVIA,0.0,0.0,1.0,0.9,"(42.646388888889, 4.6919444444444)","En Tabanera de Valdavia, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 25 °C y rara vez baja a menos de -5 °C o sube a más de 29 °C.",24 hab.(2021)
47854,Castilla y León,Palencia,Támara de Campos,34180000100,TÁMARA DE CAMPOS,0.0,0.0,1.0,1.0,"(42.203333333333, 4.3936111111111)",Not found,74 hab.(2021)
47855,Castilla y León,Palencia,Tariego de Cerrato,34181000100,TARIEGO DE CERRATO,1.0,0.0,1.0,1.0,"(41.904444444444, 4.48)",Not found,485 hab.(2021)
47856,Castilla y León,Palencia,Torquemada,34182000100,TORQUEMADA,0.95,0.0,1.0,0.99,"(42.0340573, 4.3189266)","En Torquemada, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",970 hab.(2021)
47857,Castilla y León,Palencia,Torremormojón,34184000100,TORREMORMOJÓN,0.0,0.0,1.0,0.85,"(41.961111111111, 4.7775)","En Torremormojón, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",47 hab.(2021)
47858,Castilla y León,Palencia,Triollo,34185000100,LASTRA (LA),0.3,0.0,1.0,0.84,"(43.152222222222, 4.3797222222222)","En Santa Ana la Ladera, la temporada de lluvia es nublada, la temporada seca es parcialmente nublada y es cómodo durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 24 °C y rara vez baja a menos de -2 °C o sube a más de 27 °C.",39 hab.(INE2016)
47859,Castilla y León,Palencia,Triollo,34185000200,TRIOLLO,0.0,0.0,1.0,0.19,"(42.924166666667, 4.6808333333333)","En Trillo, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 31 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",71 hab.(2021)
47860,Castilla y León,Palencia,Triollo,34185000300,VIDRIEROS,0.0,0.0,1.0,0.39,"(42.942222222222, 4.6636111111111)","En Cadalso de los Vidrios, los veranos son cortos, cálidos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 32 °C y rara vez baja a menos de -5 °C o sube a más de 36 °C.",30 hab.(INE2020)
47861,Castilla y León,Palencia,Valbuena de Pisuerga,34186000100,SAN CEBRIÁN DE BUENA MADRE,0.0,0.0,0.86,0.0,"(42.18333, 4.21667)",Not found,0 hab.(INE2020)
47862,Castilla y León,Palencia,Valbuena de Pisuerga,34186000200,VALBUENA DE PISUERGA,0.0,0.0,1.0,0.43,"(42.145277777778, 4.2388888888889)","En Valbuena de Pisuerga, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",46 hab.(2021)
47863,Castilla y León,Palencia,Valdeolmillos,34189000100,VALDEOLMILLOS,0.0,0.0,1.0,1.0,"(42.041111111111, 4.4002777777778)","En Valdeolmillos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",57 hab.(2021)
47864,Castilla y León,Palencia,Valderrábano,34190000100,VALDERRÁBANO,0.0,0.0,1.0,0.99,"(42.605833333333, 4.6547222222222)","En Valderrábano, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 25 °C y rara vez baja a menos de -5 °C o sube a más de 30 °C.",48 hab.(2021)
47865,Castilla y León,Palencia,Valderrábano,34190000200,VALLES DE VALDAVIA,0.0,0.0,1.0,0.67,"(42.581111111111, 4.6377777777778)",Not found,14 hab.(INE2020)
47866,Castilla y León,Palencia,Valde-Ucieza,34192000100,MIÑANES,0.95,0.0,1.0,0.86,"(42.422222222222, 4.5702777777778)","En San Donato Milanese, los veranos son calurosos y húmedos, los inviernos son muy frío y está parcialmente nublado todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",21 hab.(INE2020)
