,Comunidad Autónoma,Provincia,Municipio,Código ESP,Entidad Singular de Población,Cobertura ≥ 30Mbps,Cobertura redes fijas ≥ 100Mbps,Cobertura 3G HSPA,Cobertura 4G LTE,Weather_info,pob_tot_muni,partido_gov_x,pob_tot_muni.1,partido_gov_y,population,T_minMedia,T_maxMedia,T_minExtrema,T_maxExtrema,location
3148,Castilla y León,Palencia,Castrejón de la Peña,34049000400,LOMA DE CASTREJÓN,0.97,0.0,1.0,1.0,Not found,3460.0,PP,3460,PP,46 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.5825, 42.7975]}"
3149,Castilla y León,Palencia,Castrejón de la Peña,34049000500,PISÓN DE CASTREJÓN,0.99,0.0,1.0,1.0,Not found,3460.0,PP,3460,PP,36 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.625, 42.8075]}"
3150,Castilla y León,Palencia,Castrejón de la Peña,34049000600,RECUEVA DE LA PEÑA,0.0,0.0,1.0,0.14,Not found,3460.0,PP,3460,PP,24 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.6594444444444, 42.783333333333]}"
3151,Castilla y León,Palencia,Castrejón de la Peña,34049000700,ROSCALES DE LA PEÑA,0.0,0.0,1.0,0.99,Not found,3460.0,PP,3460,PP,39 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.6283333333333, 42.766388888889]}"
3152,Castilla y León,Palencia,Castrejón de la Peña,34049000800,TRASPEÑA DE LA PEÑA,1.0,0.0,1.0,1.0,Not found,3460.0,PP,3460,PP,12 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.6033333333333, 42.817777777778]}"
3153,Castilla y León,Palencia,Castrejón de la Peña,34049000900,VILLANUEVA DE LA PEÑA,0.66,0.0,0.97,0.98,Not found,3460.0,PP,3460,PP,17 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.6244444444444, 42.828611111111]}"
3154,Castilla y León,Palencia,Castrejón de la Peña,34049001000,BOEDO DE CASTREJÓN,1.0,0.0,1.0,1.0,Not found,3460.0,PP,3460,PP,2 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.5711111111111, 42.7925]}"
3155,Castilla y León,Palencia,Castrillo de Don Juan,34050000100,CASTRILLO DE DON JUAN,1.0,0.0,0.99,1.0,"En Valencia de Don Juan, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",1960.0,PP,1960,PP,196 hab.(2021),0,28,-4,33,"{'type': 'Point', 'coordinates': [4.0694444444444, 41.791944444444]}"
3156,Castilla y León,Palencia,Castrillo de Onielo,34051000100,CASTRILLO DE ONIELO,0.15,0.0,1.0,1.0,"En Castrillo de Onielo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",1040.0,PP,1040,PP,104 hab.(2021),-0,29,-4,34,"{'type': 'Point', 'coordinates': [4.3019806, 41.8587256]}"
3157,Castilla y León,Palencia,Castrillo de Villavega,34052000100,CASTRILLO DE VILLAVEGA,0.97,0.0,0.9,0.84,"En Castrillo de Villavega, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -5 °C o sube a más de 32 °C.",1730.0,PP,1730,PP,173 hab.(2021),-1,27,-5,32,"{'type': 'Point', 'coordinates': [4.4830555555556, 42.45]}"
3158,Castilla y León,Palencia,Castromocho,34053000100,CASTROMOCHO,1.0,0.0,1.0,0.99,"En Castromocho, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",2120.0,PP,2120,PP,212 hab.(2021),0,29,-4,34,"{'type': 'Point', 'coordinates': [4.8166666666667, 42.033055555556]}"
3159,Castilla y León,Palencia,Cervatos de la Cueza,34055000100,CALZADILLA DE LA CUEZA,0.0,0.0,1.0,0.99,Not found,2690.0,PP,2690,PP,51 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.8, 42.333]}"
3160,Castilla y León,Palencia,Cervatos de la Cueza,34055000200,CERVATOS DE LA CUEZA,0.52,0.0,1.0,1.0,"En Cervatos de la Cueza, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 27 °C y rara vez baja a menos de -4 °C o sube a más de 32 °C.",2690.0,PP,2690,PP,269 hab.(2021),-0,27,-4,32,"{'type': 'Point', 'coordinates': [4.7666666666667, 42.283055555556]}"
3161,Castilla y León,Palencia,Cervatos de la Cueza,34055000300,QUINTANILLA DE LA CUEZA,0.0,0.0,1.0,1.0,Not found,2690.0,PP,2690,PP,22 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.7930555555556, 42.299166666667]}"
3162,Castilla y León,Palencia,Cervera de Pisuerga,34056000100,ARBEJAL,1.0,0.0,0.96,0.98,"En El Arenal, los veranos son cortos, cálidos, bochornosos, secos y mayormente despejados y los inviernos son largos, fríos, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 5 °C a 31 °C y rara vez baja a menos de 1 °C o sube a más de 34 °C.",2288.0,PSOE,2288,PSOE,140 hab.(INE2020),5,31,1,34,"{'type': 'Point', 'coordinates': [4.5016666666667, 42.885]}"
3163,Castilla y León,Palencia,Cervera de Pisuerga,34056000200,BARCENILLA DE PISUERGA,1.0,0.0,1.0,1.0,Not found,2288.0,PSOE,2288,PSOE,17 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.4119444444444, 42.848055555556]}"
3164,Castilla y León,Palencia,Cervera de Pisuerga,34056000300,CELADA DE ROBLECEDO,0.9,0.0,1.0,0.99,Not found,2288.0,PSOE,2288,PSOE,21 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.4316666666667, 42.945277777778]}"
3165,Castilla y León,Palencia,Cervera de Pisuerga,34056000400,CERVERA DE PISUERGA,1.0,1.0,1.0,1.0,"En Cervera de Pisuerga, los veranos son cortos, cómodos y secos; los inviernos son largos, muy frío, nevados y ventosos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 23 °C y rara vez baja a menos de -5 °C o sube a más de 28 °C.",2288.0,PSOE,2288,PSOE,2288 hab.(2021),-1,23,-5,28,"{'type': 'Point', 'coordinates': [4.4972234, 42.8635509]}"
3166,Castilla y León,Palencia,Cervera de Pisuerga,34056000500,CUBILLO DE OJEDA,1.0,0.0,1.0,1.0,Not found,2288.0,PSOE,2288,PSOE,5 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.4358333333333, 42.801944444444]}"
3167,Castilla y León,Palencia,Cervera de Pisuerga,34056000600,ESTALAYA,1.0,0.0,1.0,1.0,"En Estacada, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, mojados y nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",2288.0,PSOE,2288,PSOE,11 hab.(INE2020),1,29,-4,35,"{'type': 'Point', 'coordinates': [4.475, 42.9275]}"
3168,Castilla y León,Palencia,Cervera de Pisuerga,34056000700,GRAMEDO,0.9,0.0,1.0,1.0,"En Grado, los veranos son cortos, cómodos y secos; los inviernos son largos, fríos y mojados y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 5 °C a 23 °C y rara vez baja a menos de 1 °C o sube a más de 27 °C.",2288.0,PSOE,2288,PSOE,15 hab.(INE2020),5,23,1,27,"{'type': 'Point', 'coordinates': [4.4538888888889, 42.883333333333]}"
3169,Castilla y León,Palencia,Cervera de Pisuerga,34056000800,HERRERUELA DE CASTILLERÍA,0.0,0.0,1.0,0.44,Not found,2288.0,PSOE,2288,PSOE,19 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.4119444444444, 42.9275]}"
3170,Castilla y León,Palencia,Cervera de Pisuerga,34056000900,LIGUÉRZANA,1.0,0.0,1.0,1.0,Not found,2288.0,PSOE,2288,PSOE,45 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.4583333333333, 42.857222222222]}"
3171,Castilla y León,Palencia,Cervera de Pisuerga,34056001000,PERAZANCAS DE OJEDA,0.79,0.0,1.0,1.0,Not found,2288.0,PSOE,2288,PSOE,54 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.4202777777778, 42.784166666667]}"
3172,Castilla y León,Palencia,Cervera de Pisuerga,34056001100,QUINTANALUENGOS,1.0,0.0,1.0,1.0,Not found,2288.0,PSOE,2288,PSOE,40 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.4238888888889, 42.853333333333]}"
3173,Castilla y León,Palencia,Cervera de Pisuerga,34056001200,REBANAL DE LAS LLANTAS,0.0,0.0,1.0,0.0,Not found,2288.0,PSOE,2288,PSOE,14 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.6258333333333, 42.891111111111]}"
3174,Castilla y León,Palencia,Cervera de Pisuerga,34056001300,RABANAL DE LOS CABALLEROS,0.61,0.0,0.96,1.0,Not found,2288.0,PSOE,2288,PSOE,14 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.475, 42.895833333333]}"
3175,Castilla y León,Palencia,Cervera de Pisuerga,34056001400,RESOBA,0.0,0.0,0.64,0.67,"En Reşiţa, los veranos son calurosos y mayormente despejados y los inviernos son muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -4 °C a 27 °C y rara vez baja a menos de -11 °C o sube a más de 33 °C.",2288.0,PSOE,2288,PSOE,22 hab.(INE2020),-4,27,-11,33,"{'type': 'Point', 'coordinates': [4.5594444444444, 42.902222222222]}"
3176,Castilla y León,Palencia,Cervera de Pisuerga,34056001500,RUEDA DE PISUERGA,0.96,0.0,1.0,1.0,Not found,2288.0,PSOE,2288,PSOE,51 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.4163888888889, 42.856944444444]}"
3177,Castilla y León,Palencia,Cervera de Pisuerga,34056001600,RUESGA,0.83,0.0,1.0,0.98,"En Ruesga, los veranos son cortos, cómodos y secos; los inviernos son largos, muy frío, nevados y ventosos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 23 °C y rara vez baja a menos de -6 °C o sube a más de 27 °C.",2288.0,PSOE,2288,PSOE,37 hab.(INE2020),-2,23,-6,27,"{'type': 'Point', 'coordinates': [4.5236111111111, 42.864722222222]}"
3178,Castilla y León,Palencia,Cervera de Pisuerga,34056001700,SAN FELICES DE CASTILLERÍA,1.0,0.0,1.0,1.0,Not found,2288.0,PSOE,2288,PSOE,11 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.4444444444444, 42.924166666667]}"
3179,Castilla y León,Palencia,Cervera de Pisuerga,34056001800,SAN MARTÍN DE LOS HERREROS,0.0,0.0,0.92,0.26,Not found,2288.0,PSOE,2288,PSOE,11 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.5936111111111, 42.890555555556]}"
3180,Castilla y León,Palencia,Cervera de Pisuerga,34056001900,SANTIBÁÑEZ DE RESOBA,0.0,0.0,1.0,0.42,Not found,2288.0,PSOE,2288,PSOE,19 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.6080555555556, 42.908055555556]}"
3181,Castilla y León,Palencia,Cervera de Pisuerga,34056002000,VALSADORNÍN,0.37,0.0,1.0,1.0,Not found,2288.0,PSOE,2288,PSOE,7 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.4741666666667, 42.879166666667]}"
3182,Castilla y León,Palencia,Cervera de Pisuerga,34056002100,VALLESPINOSO DE CERVERA,0.0,0.0,1.0,0.88,Not found,2288.0,PSOE,2288,PSOE,16 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.4266666666667, 42.874722222222]}"
3183,Castilla y León,Palencia,Cervera de Pisuerga,34056002200,VAÑES,1.0,0.0,1.0,1.0,"En Cerdanyola del Vallès, los veranos son cortos, calurosos, húmedos, secos y mayormente despejados y los inviernos son largos, fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 3 °C a 29 °C y rara vez baja a menos de -1 °C o sube a más de 32 °C.",2288.0,PSOE,2288,PSOE,12 hab.(INE2020),3,29,-1,32,"{'type': 'Point', 'coordinates': [4.4891666666667, 42.916111111111]}"
3184,Castilla y León,Palencia,Cervera de Pisuerga,34056002300,VENTANILLA,0.0,0.0,1.0,0.37,"En Ventanilla, los veranos son calurosos, húmedos, áridos y nublados y los inviernos son largos, frescos, secos, ventosos y mayormente despejados. Durante el transcurso del año, la temperatura generalmente varía de 15 °C a 27 °C y rara vez baja a menos de 14 °C o sube a más de 29 °C.",2288.0,PSOE,2288,PSOE,41 hab.(INE2020),15,27,14,29,"{'type': 'Point', 'coordinates': [4.5591666666667, 42.879444444444]}"
3185,Castilla y León,Palencia,Cervera de Pisuerga,34056002400,VERDEÑA,0.9,0.0,1.0,0.98,Not found,2288.0,PSOE,2288,PSOE,10 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.4622222222222, 42.9425]}"
3186,Castilla y León,Palencia,Cevico de la Torre,34057000100,CEVICO DE LA TORRE,0.99,0.0,1.0,1.0,"En Cevico de la Torre, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",4790.0,URCL,4790,URCL,479 hab.(2021),0,29,-4,34,"{'type': 'Point', 'coordinates': [4.4105555555556, 41.852222222222]}"
3187,Castilla y León,Palencia,Cevico Navero,34058000100,CEVICO NAVERO,1.0,0.0,1.0,1.0,"En Cevico Navero, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",1860.0,PP,1860,PP,186 hab.(2021),-1,28,-5,33,"{'type': 'Point', 'coordinates': [4.1841666666667, 41.861111111111]}"
3188,Castilla y León,Palencia,Cisneros,34059000100,CISNEROS,1.0,0.0,1.0,1.0,"En Cisneros, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",4290.0,PSOE,4290,PSOE,429 hab.(2021),-0,28,-4,33,"{'type': 'Point', 'coordinates': [4.8569444444444, 42.220277777778]}"
3189,Castilla y León,Palencia,Cobos de Cerrato,34060000100,COBOS DE CERRATO,0.0,0.0,1.0,0.88,"En Cobos de Cerrato, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",1310.0,PP,1310,PP,131 hab.(2021),-1,28,-5,33,"{'type': 'Point', 'coordinates': [4.0027777777778, 42.0275]}"
3190,Castilla y León,Palencia,Collazos de Boedo,34061000100,COLLAZOS DE BOEDO,0.0,0.0,0.99,0.99,"En Collazos de Boedo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 25 °C y rara vez baja a menos de -5 °C o sube a más de 30 °C.",1040.0,PP,1040,PP,104 hab.(2021),-1,25,-5,30,"{'type': 'Point', 'coordinates': [4.4833333333333, 42.618888888889]}"
3191,Castilla y León,Palencia,Collazos de Boedo,34061000200,OTEROS DE BOEDO,0.0,0.0,0.99,0.99,Not found,1040.0,PP,1040,PP,33 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.4830555555556, 42.616666666667]}"
3192,Castilla y León,Palencia,Congosto de Valdavia,34062000100,CONGOSTO DE VALDAVIA,1.0,0.0,1.0,0.99,"En Congosto de Valdavia, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 24 °C y rara vez baja a menos de -5 °C o sube a más de 29 °C.",1500.0,PP,1500,PP,150 hab.(2021),-1,24,-5,29,"{'type': 'Point', 'coordinates': [4.6336111111111, 42.715555555556]}"
3193,Castilla y León,Palencia,Congosto de Valdavia,34062000200,CORNONCILLO,0.0,0.0,1.0,0.76,Not found,1500.0,PP,1500,PP,8 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.6694444444444, 42.705833333333]}"
3194,Castilla y León,Palencia,Congosto de Valdavia,34062000300,VILLANUEVA DE ABAJO,0.0,0.0,1.0,0.62,Not found,1500.0,PP,1500,PP,13 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.6925, 42.724166666667]}"
3195,Castilla y León,Palencia,Cordovilla la Real,34063000100,CORDOVILLA LA REAL,0.0,0.0,1.0,1.0,"En Cordovilla la Real, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",980.0,Cs,980,Cs,,0,29,-4,34,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
3196,Castilla y León,Palencia,Cordovilla la Real,34063000200,DEHESA DE CORDOVILLA,0.0,0.0,1.0,1.0,Not found,980.0,Cs,980,Cs,,,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
3197,Castilla y León,Palencia,Cordovilla la Real,34063000300,DEHESA DE MATANZAS,0.0,0.0,0.94,1.0,Not found,980.0,Cs,980,Cs,,,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
3198,Castilla y León,Palencia,Cordovilla la Real,34063000400,DEHESA DE VILLANDRANDO,0.78,0.0,1.0,1.0,Not found,980.0,Cs,980,Cs,,,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
3199,Castilla y León,Palencia,Cordovilla la Real,34063000500,DEHESA DE SAN SALVADOR DEL MORAL,0.5,0.0,0.94,0.94,Not found,980.0,Cs,980,Cs,,,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
3200,Castilla y León,Palencia,Cubillas de Cerrato,34066000100,CUBILLAS DE CERRATO,0.0,0.0,1.0,1.0,"En Cubillas de Cerrato, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",630.0,PP,630,PP,63 hab.(2021),0,29,-4,34,"{'type': 'Point', 'coordinates': [4.4666666666667, 41.8]}"
3201,Castilla y León,Palencia,Dehesa de Montejo,34067000100,COLMENARES DE OJEDA,0.0,0.0,1.0,0.87,Not found,1270.0,PSOE,1270,PSOE,19 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.5213888888889, 42.795]}"
3202,Castilla y León,Palencia,Dehesa de Montejo,34067000200,DEHESA DE MONTEJO,1.0,0.0,1.0,1.0,"En Dehesa de Montejo, los veranos son cortos, cómodos y secos; los inviernos son largos, muy frío, nevados y ventosos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 23 °C y rara vez baja a menos de -6 °C o sube a más de 28 °C.",1270.0,PSOE,1270,PSOE,127 hab.(2021),-2,23,-6,28,"{'type': 'Point', 'coordinates': [4.5166666666667, 42.816666666667]}"
3203,Castilla y León,Palencia,Dehesa de Montejo,34067000300,ESTACIÓN (LA),0.24,0.0,1.0,1.0,"En Estación la Piedad, la temporada de lluvia es nublada, la temporada seca es parcialmente nublada y es caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 7 °C a 32 °C y rara vez baja a menos de 4 °C o sube a más de 35 °C.",1270.0,PSOE,1270,PSOE,41 hab.(INE2020),7,32,4,35,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
3204,Castilla y León,Palencia,Dehesa de Montejo,34067000400,VADO,0.99,0.0,1.0,1.0,"En Vadodara, la temporada de lluvia es opresiva y mayormente nublada, la temporada seca es mayormente despejada y es muy caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 14 °C a 40 °C y rara vez baja a menos de 10 °C o sube a más de 43 °C.",1270.0,PSOE,1270,PSOE,34 hab.(INE2020),14,40,10,43,"{'type': 'Point', 'coordinates': [4.4822222222222, 42.853888888889]}"
